"","lhs","rhs","support","confidence","lift","count"
"255","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.12280701754386,0.777777777777778,1.64197530864198,7
"256","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.12280701754386,0.636363636363636,1.34343434343434,7
"257","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.12280701754386,0.583333333333333,1.44565217391304,7
"324","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.12280701754386,1,2.11111111111111,7
"325","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.12280701754386,1,2.47826086956522,7
"326","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.12280701754386,0.875,2.49375,7
"327","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.12280701754386,1,2.47826086956522,7
"328","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.12280701754386,0.875,3.1171875,7
"329","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{person}",0.12280701754386,1,1,7
"330","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.12280701754386,1,2.47826086956522,7
"331","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.12280701754386,0.777777777777778,2.21666666666667,7
"332","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.12280701754386,1,2.47826086956522,7
"333","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,person}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.12280701754386,0.777777777777778,2.77083333333333,7
"334","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{person}",0.12280701754386,1,1,7
"335","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.12280701754386,1,2.11111111111111,7
"336","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.12280701754386,0.875,2.49375,7
"337","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.12280701754386,0.875,2.16847826086957,7
"338","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,person}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.12280701754386,0.777777777777778,2.77083333333333,7
"364","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{person}",0.12280701754386,1,1,7
"365","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.12280701754386,1,2.11111111111111,7
"366","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.12280701754386,0.875,2.16847826086957,7
"367","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.12280701754386,0.875,2.49375,7
"368","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.12280701754386,0.411764705882353,1.46691176470588,7
"423","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{person}",0.12280701754386,1,1,7
"424","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.12280701754386,1,2.11111111111111,7
"425","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.12280701754386,1,2.47826086956522,7
"426","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.12280701754386,0.875,2.49375,7
"427","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.12280701754386,1,2.47826086956522,7
"428","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,person}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.12280701754386,0.875,3.1171875,7
"1","{nannannannannanFrontLock1nannannannanLockednannannanManual Lockwebhook}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,1,2.11111111111111,6
"2","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManual Lockwebhook}",0.105263157894737,0.222222222222222,2.11111111111111,6
"3","{nannannannannanFrontLock1nannannannanLockednannannanManual Lockwebhook}","{person}",0.105263157894737,1,1,6
"46","{nannannannannanFrontLock1nannannannanLockednannannanManual Lockwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}","{person}",0.105263157894737,1,1,6
"47","{nannannannannanFrontLock1nannannannanLockednannannanManual Lockwebhook,person}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,1,2.11111111111111,6
"48","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanFrontLock1nannannannanLockednannannanManual Lockwebhook}",0.105263157894737,0.222222222222222,2.11111111111111,6
"64","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,0.857142857142857,2.44285714285714,6
"65","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.75,1.58333333333333,6
"66","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.6,2.1375,6
"67","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.105263157894737,0.857142857142857,2.12422360248447,6
"68","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.666666666666667,1.40740740740741,6
"69","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.6,2.1375,6
"70","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,0.857142857142857,1.80952380952381,6
"71","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.666666666666667,1.40740740740741,6
"72","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.5,1.78125,6
"94","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,0.666666666666667,1.9,6
"95","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.6,1.26666666666667,6
"96","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.105263157894737,0.6,1.48695652173913,6
"97","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.105263157894737,0.666666666666667,1.65217391304348,6
"98","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.545454545454545,1.15151515151515,6
"99","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.105263157894737,0.6,1.48695652173913,6
"154","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,0.857142857142857,2.44285714285714,6
"155","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.857142857142857,1.80952380952381,6
"156","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.105263157894737,1,2.47826086956522,6
"157","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,1,3.5625,6
"158","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.105263157894737,0.857142857142857,2.12422360248447,6
"159","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.666666666666667,1.40740740740741,6
"160","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.105263157894737,1,2.47826086956522,6
"161","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,1,3.5625,6
"162","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,0.857142857142857,1.80952380952381,6
"163","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.75,1.58333333333333,6
"164","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.105263157894737,1,2.47826086956522,6
"165","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.857142857142857,3.05357142857143,6
"194","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.105263157894737,1,2.47826086956522,6
"195","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,1,2.85,6
"196","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.857142857142857,1.80952380952381,6
"197","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.6,2.1375,6
"198","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,1,2.11111111111111,6
"199","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,1,2.85,6
"200","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.75,1.58333333333333,6
"201","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.6,2.1375,6
"202","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{person}",0.105263157894737,1,1,6
"203","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,0.857142857142857,2.44285714285714,6
"204","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.75,1.58333333333333,6
"205","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.6,2.1375,6
"206","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,1,2.11111111111111,6
"207","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.105263157894737,1,2.47826086956522,6
"208","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.75,1.58333333333333,6
"209","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.6,2.1375,6
"210","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{person}",0.105263157894737,1,1,6
"211","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.105263157894737,0.857142857142857,2.12422360248447,6
"212","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.666666666666667,1.40740740740741,6
"213","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.6,2.1375,6
"214","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook}","{person}",0.105263157894737,1,1,6
"215","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,0.857142857142857,1.80952380952381,6
"216","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannanOffnannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.666666666666667,1.40740740740741,6
"217","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanRoom1LampnannanOffnannannannannannanwebhook}",0.105263157894737,0.5,1.78125,6
"234","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook}",0.105263157894737,1,2.47826086956522,6
"235","{nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,1,2.85,6
"236","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.666666666666667,1.40740740740741,6
"237","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanAlexanannanVoice Deactivationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}","{nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}",0.105263157894737,0.6,1.48695652173913,6
"238","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook}",0.105263157894737,1,2.11111111111111,6
"239","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook}",0.105263157894737,0.857142857142857,2.44285714285714,6
"240","{nannannannannanAlexanannanVoice Activationnannannanlampnannanwebhook,nannannannannanFrontLock1nannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnanExterior-FrontDoormotionnannannannannannanwebhook}","{nannannannannanFrontLock1nannannannanLockednannannanManny Kinwebhook}",0.105263157894737,0.666666666666667,1.40740740740741,6
